media	exam_id
19.4444	347
19.5000	348
16.4211	351
25.1667	352
4.0000	353
15.0000	354
17.3333	356
17.6667	357
18.7692	361
23.0000	362
17.0000	363
19.1500	366
23.3333	367
16.6111	371
13.6667	372
23.0000	373
16.7500	376
21.0000	377
19.0000	378
6.0000	379
17.6818	381
14.4286	382
23.5000	383
19.0000	384
18.6897	386
19.0000	387
16.0000	388
15.0000	389
20.4091	391
17.3333	392
16.0000	393
15.7692	396
19.8000	397
14.0000	398
8.0000	399
13.0000	400
16.2941	401
18.4000	402
20.5556	406
24.0000	407
21.2000	411
7.3333	412
18.0000	413
21.2308	416
17.2500	417
20.0000	418
18.4545	421
18.7143	422
18.0000	423
15.5625	426
17.5455	427
8.0000	428
14.0000	429
18.6061	431
7.2000	432
22.0000	433
18.3000	436
11.8571	437
21.0000	438
13.0000	439
21.4643	441
14.3333	442
32.0000	443
20.9032	446
20.8333	447
25.0000	448
16.5926	451
17.0000	452
19.0000	453
20.5758	456
17.3333	457
17.7714	461
14.3636	462
15.1667	463
18.3333	464
20.6250	466
30.0000	467
19.7368	471
18.5000	472
23.0000	473
18.9333	476
15.4000	477
25.6667	478
19.6667	481
21.2500	482
22.0526	486
20.5000	487
16.0000	488
22.0000	489
18.2759	491
13.0000	492
31.0000	493
19.7879	496
16.8000	497
7.0000	498
15.0000	499
31.0000	500
17.0000	501
19.8182	502
24.0000	503
20.0000	504
17.3939	506
15.2857	507
15.9722	511
14.3636	512
16.2500	513
8.0000	514
33.0000	515
16.8889	516
15.4000	517
18.6000	521
14.8000	522
20.0000	523
15.3529	526
22.0000	527
30.0000	528
17.8750	531
24.2500	532
17.4118	536
16.8333	537
17.4583	541
12.3750	542
16.4000	543
25.0000	544
17.9167	546
15.6667	547
25.5000	548
18.0606	551
18.6667	552
28.0000	553
17.0263	556
21.6364	557
26.5000	558
20.4412	561
11.6667	562
17.0000	563
8.0000	564
18.4103	566
15.5000	567
14.6667	568
27.0000	569
17.1250	571
17.2500	572
11.3333	573
7.0000	574
17.3636	576
23.2000	577
10.0000	578
32.0000	579
16.7727	581
18.7143	582
17.2800	586
13.4286	587
24.6667	588
15.5600	591
12.2000	592
18.0000	593
9.0000	594
17.6111	596
19.3333	597
6.5000	598
7.0000	599
4.0000	600
16.8750	601
19.2222	602
18.8000	603
16.1667	606
13.7778	607
16.0000	608
15.9130	611
15.6000	612
21.3333	613
19.2121	616
22.5000	617
5.0000	618
25.0000	619
16.2647	621
17.3333	622
15.5000	623
6.0000	624
19.5122	626
17.5000	627
14.5000	628
27.0000	629
19.9524	631
11.1250	632
20.6000	633
19.5000	634
18.0000	635
17.6667	636
18.6250	637
20.5000	638
16.3158	641
16.9000	642
27.2500	643
15.7778	646
15.4545	647
16.0000	648
20.0000	649
14.1111	651
15.3333	652
5.0000	653
7.0000	654
18.3636	656
16.3333	657
19.9474	661
15.5000	662
15.9545	666
21.8750	667
20.0000	668
17.3462	671
20.5000	672
20.8800	676
21.5714	677
16.5714	681
19.5000	682
22.0000	683
14.5217	686
20.3333	687
17.5000	688
3.0000	689
26.0000	690
15.8158	691
10.9000	692
16.7500	693
8.0000	694
19.0000	696
20.2222	697
26.0000	698
18.8250	701
16.0000	702
17.0000	703
13.0000	704
16.0000	705
18.5116	706
24.5556	707
20.6410	711
14.6667	712
28.0000	713
18.6563	716
22.4000	717
3.0000	718
27.0000	719
17.2439	721
20.0833	722
27.0000	723
16.3478	726
15.7500	727
21.5000	728
16.8261	731
27.6667	732
16.0909	736
20.7143	737
16.7857	741
16.0000	742
31.0000	743
17.0370	746
20.3333	747
11.0000	748
21.0000	749
19.7500	751
21.6000	752
8.0000	753
17.8387	756
16.1667	757
27.5000	758
15.6774	761
20.2857	762
21.0000	763
17.5278	766
16.2000	767
25.5000	768
15.2000	771
15.2857	772
8.6667	773
19.5000	774
17.8889	776
19.2857	777
16.0000	778
18.4063	781
21.2500	782
25.6667	783
5.0000	784
31.0000	785
16.0606	786
21.0000	787
12.5000	788
9.0000	789
20.1111	791
12.6667	792
13.0000	793
11.0000	794
23.0000	795
17.6053	796
23.0000	797
15.5000	798
19.1579	801
17.8000	802
21.0000	803
17.4800	806
16.0000	807
7.0000	808
17.0000	811
17.4000	812
6.0000	813
26.0000	814
17.0870	816
13.5000	817
18.5000	818
19.0000	821
20.4000	822
8.5000	823
18.3500	826
8.6667	827
24.0000	828
4.0000	829
29.0000	830
12.2143	831
13.5000	832
16.0000	833
19.6667	836
26.8000	837
20.0000	841
27.0000	842
20.0882	846
20.0000	847
20.1282	851
13.8000	852
27.0000	853
20.9143	856
20.3333	857
9.0000	858
16.9722	861
21.9000	862
24.0000	863
21.2424	866
16.1429	867
27.2500	868
17.1818	871
19.0000	872
11.7500	873
6.0000	874
30.0000	875
18.1765	876
13.5000	877
28.0000	878
17.0833	881
16.2500	882
15.6667	886
17.0000	887
25.0000	888
19.9000	891
17.0000	892
16.5000	893
15.2400	896
15.3000	897
13.2000	898
7.0000	899
21.8000	901
17.3333	902
18.6429	906
8.0000	907
22.0000	908
15.5333	911
21.0000	912
4.0000	913
18.8462	916
27.0000	917
20.1250	921
22.5000	922
16.0714	926
16.4000	927
4.0000	928
19.5238	931
17.0000	932
19.0000	933
17.3600	936
16.8571	937
19.0357	941
17.5000	942
17.0000	943
13.0000	944
27.0000	945
19.0714	946
16.8889	947
16.3333	948
26.0000	949
21.6000	951
16.5000	952
33.0000	953
19.0000	956
17.6000	957
20.0000	958
17.6333	961
22.8000	962
22.0000	963
19.3030	966
15.3750	967
27.0000	968
18.1875	971
17.0000	972
11.0000	973
11.0000	974
15.0000	975
20.4000	976
19.3333	977
16.7619	981
18.7500	982
33.0000	983
18.8824	986
19.3333	987
21.0000	988
12.5625	991
14.3333	992
19.0000	993
14.4286	996
13.7778	997
18.0000	998
15.0000	999
10.0000	1000
15.6471	1001
23.7500	1002
15.7692	1006
12.0000	1007
11.5000	1008
12.0000	1009
9.0000	1010
23.4167	1011
18.5000	1012
15.5000	1016
13.3333	1017
23.0000	1018
17.5000	1021
18.0000	1022
9.0000	1023
16.1429	1026
23.5000	1027
15.1000	1031
16.0000	1032
31.0000	1033
16.2222	1036
18.3333	1037
17.3333	1041
16.5000	1042
32.0000	1043
17.4167	1046
15.1538	1047
20.5000	1048
12.5000	1049
17.6774	1051
16.8889	1052
29.0000	1053
17.8065	1056
18.8750	1057
3.0000	1058
21.0000	1059
17.5600	1061
17.5000	1062
33.0000	1063
21.9091	1066
13.5000	1067
19.6667	1071
26.6667	1072
15.4545	1076
15.7500	1077
21.0000	1078
22.8947	1081
17.0000	1082
18.5789	1086
21.4000	1087
17.6522	1091
16.8000	1092
22.0000	1093
17.6364	1096
25.1667	1097
19.9565	1101
15.8333	1102
20.5000	1103
17.0000	1106
20.9000	1107
13.0000	1108
25.0000	1109
18.1111	1111
16.1250	1112
12.0000	1113
11.0000	1114
18.3600	1116
20.7143	1117
13.0000	1118
11.0000	1119
15.0000	1120
20.8235	1121
11.6667	1122
19.5333	1126
14.4000	1127
14.5000	1128
28.0000	1129
17.2500	1131
15.0000	1132
5.0000	1133
20.6111	1136
20.8000	1137
12.6000	1141
22.5556	1142
10.6667	1143
16.0000	1144
18.8235	1146
20.0000	1147
9.0000	1148
14.0500	1151
18.5000	1152
10.0000	1153
31.0000	1154
20.4444	1156
20.5000	1157
17.5556	1161
20.6667	1162
26.0000	1163
17.8421	1166
23.6667	1167
19.8333	1171
16.2500	1172
22.0000	1173
17.0000	1176
17.5000	1177
13.0000	1178
9.0000	1179
18.4583	1181
20.2500	1182
14.8462	1186
13.5000	1187
11.0000	1188
18.1429	1191
18.6667	1192
18.0000	1193
17.1333	1196
22.7500	1197
28.0000	1198
16.5833	1201
16.0000	1202
14.1818	1206
18.2500	1207
21.6471	1211
21.7500	1212
23.6154	1216
20.0000	1217
15.6522	1221
9.8889	1222
23.7500	1223
16.8000	1226
14.2857	1227
20.6667	1228
14.2941	1231
17.3333	1232
25.6667	1233
21.2778	1236
19.5000	1237
23.5000	1241
16.4286	1246
13.6667	1247
23.5000	1248
17.9000	1251
15.4000	1252
18.0000	1253
16.5000	1256
28.0000	1257
18.5455	1261
11.3333	1262
15.0000	1263
31.0000	1264
16.0000	1266
14.0000	1267
8.0000	1268
13.8571	1271
13.0000	1272
19.0000	1273
21.4286	1276
19.3333	1277
17.5472	1281
20.3571	1282
25.0000	1283
19.5417	1286
14.1000	1287
20.4000	1288
20.0000	1289
18.8039	1291
15.6000	1292
19.0000	1293
16.2500	1296
17.4118	1297
15.1667	1298
9.6667	1299
29.0000	1300
15.2653	1301
19.3529	1302
19.6000	1303
14.0000	1304
18.0000	1306
20.3000	1307
18.3095	1311
13.7000	1312
14.0000	1313
13.0000	1314
21.0000	1315
16.5385	1316
22.2222	1317
14.0000	1318
17.8621	1321
13.6000	1322
15.0000	1323
17.8710	1326
17.0000	1327
17.5652	1331
17.2857	1332
15.6667	1333
8.0000	1334
16.5667	1336
18.0000	1337
19.0000	1338
15.8621	1341
20.0000	1342
16.8621	1346
18.1429	1347
14.3333	1348
15.0000	1349
15.4667	1351
19.6667	1352
5.0000	1353
8.0000	1354
17.8333	1356
21.5000	1357
16.0000	1358
20.2857	1361
18.0000	1362
18.0000	1363
20.9333	1366
21.0000	1367
18.6667	1371
11.3333	1372
10.0000	1373
17.9286	1376
16.5000	1377
21.0000	1378
16.0000	1379
6.0000	1380
18.8125	1381
15.5000	1382
14.0000	1383
30.0000	1384
15.9394	1386
25.1667	1387
16.6757	1391
20.0909	1392
17.5000	1393
11.0000	1394
16.4375	1396
17.6000	1397
23.6667	1398
16.9000	1401
20.7500	1402
25.3333	1403
18.0303	1406
22.8750	1407
28.0000	1408
17.1111	1411
18.5714	1412
11.0000	1413
18.4706	1416
14.0000	1417
9.0000	1418
18.0000	1419
18.5714	1421
14.8000	1422
28.5000	1423
18.8750	1426
16.8571	1427
18.0000	1428
19.6316	1431
22.6000	1432
16.5000	1433
13.0000	1434
33.0000	1435
21.2609	1436
19.0000	1437
15.4211	1441
19.5000	1442
29.0000	1443
17.4762	1446
20.6667	1447
14.7273	1451
15.3333	1452
24.0000	1453
18.1250	1456
15.8333	1457
12.0000	1458
29.0000	1459
16.6800	1461
13.3750	1462
18.3333	1463
17.3571	1466
20.0000	1467
31.0000	1468
22.5000	1471
16.6667	1472
17.2222	1476
30.0000	1477
17.5833	1481
22.0000	1482
18.0000	1483
11.3000	1486
14.2000	1487
31.0000	1488
16.4857	1491
23.0000	1492
8.0000	1493
21.0000	1494
16.9737	1496
17.5833	1497
26.0000	1498
17.7500	1501
16.5556	1502
18.6667	1503
20.0000	1504
16.1250	1506
16.0000	1507
21.2222	1511
25.0000	1512
16.7027	1516
19.2000	1517
21.4857	1521
20.6667	1522
27.0000	1523
17.8378	1526
21.7143	1527
17.6333	1531
17.3750	1532
20.3333	1533
20.6364	1536
23.5000	1537
3.0000	1538
27.0000	1539
20.0345	1541
12.8000	1542
27.5000	1543
16.6296	1546
15.4286	1547
18.5000	1548
29.0000	1549
18.4643	1551
17.5000	1552
26.0000	1553
18.6667	1556
9.0000	1557
27.0000	1558
16.3571	1561
21.1250	1562
18.0000	1563
16.3478	1566
21.2000	1567
19.0000	1571
14.5000	1572
23.0000	1573
19.6471	1576
19.4286	1577
27.0000	1578
18.3023	1581
17.2500	1582
12.5000	1583
20.3429	1586
19.3333	1587
21.0000	1588
24.0000	1589
18.8000	1591
21.0000	1592
19.6486	1596
19.4545	1597
29.0000	1598
16.4242	1601
13.9286	1602
26.1667	1603
18.7949	1606
16.0000	1607
20.6667	1608
13.0000	1609
17.5641	1611
